v,t,filtered_v
0.00035,25234.125517,0.347237
0.00038,25234.129517,0.384359
0.00027,25234.133517,0.272924
0.00033,25234.137517,0.328496
0.00039,25234.141517,0.394903
0.00038,25234.145518,0.383283
0.00035,25234.149518,0.354627
0.0004,25234.153518,0.395146
0.00034,25234.157518,0.33582
0.0004,25234.161518,0.399625
0.00032,25234.165518,0.324391
0.00037,25234.169519,0.367252
0.00038,25234.173519,0.384522
0.00027,25234.177519,0.272415
0.00038,25234.181519,0.37856
0.00025,25234.185519,0.248707
0.00043,25234.18952,0.427452
0.00045,25234.19352,0.451535
0.0004,25234.19752,0.399145
0.00033,25234.20152,0.329167
0.00044,25234.20552,0.442011
0.00045,25234.20952,0.450895
0.00039,25234.213521,0.389169
0.00043,25234.217521,0.429233
0.00045,25234.221521,0.452777
0.00039,25234.225521,0.388969
0.00036,25234.229521,0.357788
0.00028,25234.233521,0.280644
0.00044,25234.237522,0.444991
0.00028,25234.241522,0.282753
0.00038,25234.245522,0.380624
0.00042,25234.249522,0.424542
0.00035,25234.253522,0.347886
0.00035,25234.257523,0.352305
0.0004,25234.261523,0.401294
0.00042,25234.265523,0.415048
0.00044,25234.269523,0.443371
0.00042,25234.273523,0.41755
0.00036,25234.277523,0.36338
0.00033,25234.281524,0.327753
0.00044,25234.285524,0.442728
0.00026,25234.289524,0.257776
0.00041,25234.293524,0.406535
0.0004,25234.297524,0.404781
0.00038,25234.301525,0.378774
0.00033,25234.305525,0.334683
0.00033,25234.309525,0.329714
0.00038,25234.313525,0.376168
0.0003,25234.317525,0.298313
0.00031,25234.321525,0.314468
0.00042,25234.325526,0.419948
0.00029,25234.329526,0.285171
0.00033,25234.333526,0.32656
0.00036,25234.337526,0.356632
0.00038,25234.341526,0.376765
0.00028,25234.345526,0.275699
0.00031,25234.349527,0.312847
0.00035,25234.353527,0.350886
0.00021,25234.357527,0.207206
0.00033,25234.361527,0.332857
0.00024,25234.365527,0.242318
0.00033,25234.369528,0.330005
0.00027,25234.373528,0.269455
0.00032,25234.377528,0.319613
0.00041,25234.381528,0.412583
0.00027,25234.385528,0.269287
0.0003,25234.389528,0.298925
0.00025,25234.393529,0.246098
0.00035,25234.397529,0.347405
0.0002,25234.401529,0.202966
0.00026,25234.405529,0.259331
0.00022,25234.409529,0.217897
0.0003,25234.413529,0.30259
0.0003,25234.41753,0.304951
0.00018,25234.42153,0.179952
0.00018,25234.42553,0.175373
0.00021,25234.42953,0.212351
0.00014,25234.43353,0.144969
0.00019,25234.437531,0.188857
0.00024,25234.441531,0.241806
0.00016,25234.445531,0.158432
9e-05,25234.449531,0.09296
5e-05,25234.453531,0.04627
0.00014,25234.457531,0.143585
0.00015,25234.461532,0.147347
0.00016,25234.465532,0.156764
0.00014,25234.469532,0.135823
5e-05,25234.473532,0.04921
0.0001,25234.477532,0.10415
6e-05,25234.481533,0.061234
1e-05,25234.485533,0.005475
5e-05,25234.489533,0.053622
5e-05,25234.493533,0.047143
-2e-05,25234.497533,-0.021935
-4e-05,25234.501533,-0.038818
-1e-05,25234.505534,-0.012591
7e-05,25234.509534,0.071538
-1e-05,25234.513534,-0.006184
1e-05,25234.517534,0.005173
6e-05,25234.521534,0.061648
-3e-05,25234.525534,-0.032123
-9e-05,25234.529535,-0.089601
-3e-05,25234.533535,-0.025571
-7e-05,25234.537535,-0.073876
4e-05,25234.541535,0.035928
-6e-05,25234.545535,-0.061306
-0.00012,25234.549536,-0.120347
-3e-05,25234.553536,-0.029671
-3e-05,25234.557536,-0.028122
-0.0002,25234.561536,-0.19834
-0.00013,25234.565536,-0.12944
-0.00023,25234.569536,-0.234077
-0.00022,25234.573537,-0.21778
-0.0001,25234.577537,-0.097059
-7e-05,25234.581537,-0.072183
-0.00019,25234.585537,-0.189617
-0.00019,25234.589537,-0.190915
-0.00017,25234.593537,-0.173062
-0.00025,25234.597538,-0.246626
-0.00015,25234.601538,-0.148199
-0.00017,25234.605538,-0.173609
-0.00019,25234.609538,-0.192403
-0.00023,25234.613538,-0.231083
-0.00018,25234.617539,-0.178767
-0.00031,25234.621539,-0.307204
-0.00017,25234.625539,-0.171907
-0.00026,25234.629539,-0.258482
-0.00028,25234.633539,-0.281886
-0.00025,25234.637539,-0.248743
-0.00028,25234.64154,-0.280096
-0.00032,25234.64554,-0.318749
-0.00025,25234.64954,-0.250502
-0.00026,25234.65354,-0.261111
-0.00035,25234.65754,-0.348385
-0.00024,25234.661541,-0.23624
-0.00026,25234.665541,-0.255821
-0.00029,25234.669541,-0.29139
-0.00038,25234.673541,-0.380829
-0.00022,25234.677541,-0.222124
-0.00027,25234.681541,-0.274495
-0.00034,25234.685542,-0.335902
-0.00024,25234.689542,-0.244712
-0.00029,25234.693542,-0.28615
-0.0003,25234.697542,-0.296511
-0.00045,25234.701542,-0.452073
-0.00033,25234.705542,-0.32699
-0.00038,25234.709543,-0.384265
-0.00034,25234.713543,-0.338245
-0.00039,25234.717543,-0.38657
-0.00027,25234.721543,-0.266454
-0.00035,25234.725543,-0.352755
-0.00042,25234.729544,-0.42332
-0.00034,25234.733544,-0.337532
-0.0004,25234.737544,-0.399084
-0.0003,25234.741544,-0.304146
-0.00038,25234.745544,-0.379237
-0.00032,25234.749544,-0.319301
-0.00037,25234.753545,-0.366294
-0.00038,25234.757545,-0.383254
-0.0004,25234.761545,-0.403482
-0.00036,25234.765545,-0.357756
-0.0003,25234.769545,-0.303519
-0.00042,25234.773545,-0.420419
-0.0004,25234.777546,-0.395434
-0.00034,25234.781546,-0.336812
-0.00039,25234.785546,-0.391631
-0.00042,25234.789546,-0.416339
-0.00045,25234.793546,-0.447167
-0.00041,25234.797547,-0.405813
-0.00029,25234.801547,-0.291819
-0.00043,25234.805547,-0.433906
-0.00047,25234.809547,-0.465558
-0.00039,25234.813547,-0.389982
-0.00041,25234.817547,-0.406629
-0.00043,25234.821548,-0.432156
-0.00042,25234.825548,-0.424947
-0.00031,25234.829548,-0.310709
-0.00041,25234.833548,-0.410887
-0.00039,25234.837548,-0.387031
-0.0005,25234.841549,-0.496421
-0.00031,25234.845549,-0.312396
-0.00039,25234.849549,-0.386668
-0.00041,25234.853549,-0.408859
-0.00043,25234.857549,-0.434036
-0.00021,25234.861549,-0.208921
-0.00038,25234.86555,-0.377126
-0.00046,25234.86955,-0.463294
-0.00034,25234.87355,-0.338267
-0.00038,25234.87755,-0.381421
-0.00034,25234.88155,-0.344988
-0.00032,25234.88555,-0.321156
-0.00034,25234.889551,-0.344585
-0.00033,25234.893551,-0.334489
-0.00035,25234.897551,-0.351464
-0.00038,25234.901551,-0.377392
-0.00032,25234.905551,-0.315897
-0.00032,25234.909552,-0.315196
-0.0004,25234.913552,-0.400779
-0.0003,25234.917552,-0.301325
-0.00023,25234.921552,-0.234846
-0.00027,25234.925552,-0.274379
-0.00031,25234.929552,-0.308525
-0.00037,25234.933553,-0.367819
-0.00026,25234.937553,-0.26108
-0.00032,25234.941553,-0.323727
-0.00033,25234.945553,-0.330011
-0.00018,25234.949553,-0.175846
-0.00032,25234.953553,-0.323625
-0.00026,25234.957554,-0.263659
-0.00016,25234.961554,-0.159007
-0.00024,25234.965554,-0.240674
-0.00024,25234.969554,-0.243818
-0.00036,25234.973554,-0.35692
-0.00015,25234.977555,-0.153934
-0.0001,25234.981555,-0.098874
-0.00023,25234.985555,-0.23034
-0.00016,25234.989555,-0.16475
-0.00023,25234.993555,-0.22792
-0.00026,25234.997555,-0.257176
-0.00012,25235.001556,-0.118963
-9e-05,25235.005556,-0.093506
-0.00017,25235.009556,-0.170577
-0.0002,25235.013556,-0.195532
-9e-05,25235.017556,-0.087809
-9e-05,25235.021557,-0.091522
-0.00017,25235.025557,-0.174199
-8e-05,25235.029557,-0.075128
-6e-05,25235.033557,-0.063696
-0.00011,25235.037557,-0.112524
-9e-05,25235.041557,-0.094293
-4e-05,25235.045558,-0.041123
-0.00012,25235.049558,-0.122978
-6e-05,25235.053558,-0.063958
-6e-05,25235.057558,-0.055402
-0.00012,25235.061558,-0.119142
-4e-05,25235.065558,-0.04183
1e-05,25235.069559,0.014869
-8e-05,25235.073559,-0.082907
0.00016,25235.077559,0.157076
5e-05,25235.081559,0.05001
-1e-05,25235.085559,-0.005587
5e-05,25235.08956,0.045963
1e-05,25235.09356,0.005868
4e-05,25235.09756,0.035445
9e-05,25235.10156,0.086023
7e-05,25235.10556,0.067926
0.00011,25235.10956,0.114136
5e-05,25235.113561,0.05324
8e-05,25235.117561,0.080134
8e-05,25235.121561,0.082429
8e-05,25235.125561,0.076784
0.0002,25235.129561,0.200415
8e-05,25235.133561,0.075637
6e-05,25235.137562,0.055831
0.00013,25235.141562,0.1347
7e-05,25235.145562,0.068134
8e-05,25235.149562,0.082727
0.00016,25235.153562,0.162925
0.0001,25235.157563,0.096195
0.0002,25235.161563,0.200296
0.00017,25235.165563,0.165594
0.00021,25235.169563,0.213359
0.00017,25235.173563,0.174386
0.00023,25235.177563,0.228789
0.00026,25235.181564,0.257521
0.00017,25235.185564,0.173051
0.00023,25235.189564,0.228261
0.00028,25235.193564,0.280126
0.0002,25235.197564,0.20437
0.00025,25235.201565,0.254105
0.00026,25235.205565,0.260646
0.00017,25235.209565,0.169872
0.00026,25235.213565,0.257419
0.00023,25235.217565,0.226471
0.00035,25235.221565,0.354634
0.00025,25235.225566,0.249469
0.00028,25235.229566,0.278944
0.00051,25235.233566,0.512613
0.00091,25235.237566,0.911033
0.0015,25235.241566,1.496575
0.001,25235.245566,0.995478
0.00045,25235.249567,0.451429
0.00032,25235.253567,0.320662
0.0003,25235.257567,0.296868
0.00033,25235.261567,0.327511
0.00037,25235.265567,0.371428
0.00032,25235.269568,0.316624
0.00038,25235.273568,0.379198
0.00029,25235.277568,0.293567
0.00041,25235.281568,0.406766
0.00033,25235.285568,0.332544
0.00033,25235.289568,0.326414
0.00036,25235.293569,0.364064
0.00035,25235.297569,0.350719
0.00037,25235.301569,0.372758
0.00037,25235.305569,0.36615
0.00031,25235.309569,0.309679
0.00043,25235.313569,0.431011
0.00042,25235.31757,0.422679
0.00038,25235.32157,0.379857
0.00038,25235.32557,0.382573
0.00038,25235.32957,0.3839
0.00041,25235.33357,0.414517
0.00038,25235.337571,0.380263
0.0004,25235.341571,0.396177
0.00045,25235.345571,0.445749
0.00043,25235.349571,0.425647
0.00043,25235.353571,0.432089
0.00038,25235.357571,0.383727
0.0004,25235.361572,0.40032
0.00041,25235.365572,0.410619
0.00039,25235.369572,0.394785
0.00041,25235.373572,0.408507
0.00029,25235.377572,0.288968
0.00037,25235.381573,0.368427
0.00046,25235.385573,0.456346
0.00037,25235.389573,0.367362
0.00046,25235.393573,0.45883
0.00048,25235.397573,0.478443
0.00033,25235.401573,0.334456
0.00031,25235.405574,0.314039
0.00044,25235.409574,0.435795
0.00036,25235.413574,0.355785
0.00045,25235.417574,0.448921
0.00031,25235.421574,0.31435
0.00043,25235.425574,0.433541
0.00041,25235.429575,0.412864
0.00031,25235.433575,0.312448
0.00033,25235.437575,0.33102
0.0003,25235.441575,0.297947
0.00042,25235.445575,0.417579
0.00033,25235.449576,0.329775
0.00038,25235.453576,0.38197
0.00043,25235.457576,0.432033
0.00042,25235.461576,0.424359
0.00031,25235.465576,0.314539
0.00037,25235.469576,0.374397
0.00032,25235.473577,0.321782
0.00047,25235.477577,0.46827
0.00029,25235.481577,0.294234
0.00033,25235.485577,0.32541
0.00041,25235.489577,0.414896
0.00035,25235.493577,0.354648
0.00024,25235.497578,0.24025
0.00026,25235.501578,0.260845
0.00023,25235.505578,0.231148
0.00032,25235.509578,0.320267
0.00017,25235.513578,0.174733
0.00024,25235.517579,0.235197
0.00027,25235.521579,0.268511
0.0003,25235.525579,0.297662
0.00027,25235.529579,0.266731
0.00024,25235.533579,0.244043
0.00025,25235.537579,0.248587
0.00027,25235.54158,0.270034
0.00023,25235.54558,0.230171
0.00024,25235.54958,0.236343
0.00022,25235.55358,0.218579
0.00021,25235.55758,0.207444
0.00023,25235.561581,0.226427
0.00028,25235.565581,0.275984
0.00011,25235.569581,0.110593
0.00013,25235.573581,0.13219
0.0001,25235.577581,0.101311
8e-05,25235.581581,0.080418
0.00016,25235.585582,0.164639
0.00017,25235.589582,0.166554
0.00018,25235.593582,0.176662
9e-05,25235.597582,0.090297
0.00019,25235.601582,0.189816
0.00013,25235.605582,0.128878
0.00016,25235.609583,0.155015
7e-05,25235.613583,0.07093
0.00013,25235.617583,0.129381
3e-05,25235.621583,0.034971
7e-05,25235.625583,0.066636
7e-05,25235.629584,0.069455
0.00014,25235.633584,0.144343
2e-05,25235.637584,0.02414
0.0001,25235.641584,0.101581
-1e-05,25235.645584,-0.007404
-7e-05,25235.649584,-0.069206
-4e-05,25235.653585,-0.043489
-1e-05,25235.657585,-0.006955
-1e-05,25235.661585,-0.011488
-9e-05,25235.665585,-0.091073
-5e-05,25235.669585,-0.04742
-2e-05,25235.673585,-0.022
-0.00014,25235.677586,-0.13622
-0.0001,25235.681586,-0.099725
-0.00015,25235.685586,-0.154592
-0.00012,25235.689586,-0.123584
-6e-05,25235.693586,-0.064376
-0.00012,25235.697587,-0.121058
-8e-05,25235.701587,-0.084906
-0.0001,25235.705587,-0.101306
-0.00017,25235.709587,-0.172478
-0.00019,25235.713587,-0.194467
-0.00018,25235.717587,-0.177038
-0.00012,25235.721588,-0.122901
-0.00024,25235.725588,-0.244215
-8e-05,25235.729588,-0.079722
-0.00024,25235.733588,-0.235127
-0.00017,25235.737588,-0.166639
-4e-05,25235.741589,-0.042255
-0.00021,25235.745589,-0.206439
-0.0003,25235.749589,-0.300811
-0.00013,25235.753589,-0.126162
-0.00019,25235.757589,-0.191097
-0.00018,25235.761589,-0.17891
-0.00018,25235.76559,-0.175222
-0.00022,25235.76959,-0.215367
-0.00021,25235.77359,-0.211025
-0.00019,25235.77759,-0.188973
-0.00022,25235.78159,-0.221577
-0.00024,25235.78559,-0.242687
-0.00027,25235.789591,-0.26806
-0.00033,25235.793591,-0.333198
-0.0003,25235.797591,-0.295382
-0.00024,25235.801591,-0.243722
-0.00027,25235.805591,-0.266878
-0.00026,25235.809592,-0.257403
-0.00021,25235.813592,-0.205616
-0.00032,25235.817592,-0.324416
-0.00035,25235.821592,-0.353352
-0.00029,25235.825592,-0.292395
-0.00036,25235.829592,-0.355878
-0.00028,25235.833593,-0.283206
-0.00037,25235.837593,-0.369221
-0.00031,25235.841593,-0.310794
-0.00033,25235.845593,-0.327654
-0.00036,25235.849593,-0.356307
-0.00029,25235.853593,-0.287999
-0.00045,25235.857594,-0.450168
-0.00036,25235.861594,-0.362332
-0.00038,25235.865594,-0.383797
-0.0004,25235.869594,-0.404927
-0.00032,25235.873594,-0.320402
-0.00039,25235.877595,-0.390271
-0.00041,25235.881595,-0.406091
-0.00044,25235.885595,-0.442449
-0.00034,25235.889595,-0.342726
-0.00038,25235.893595,-0.384407
-0.00038,25235.897595,-0.378217
-0.00053,25235.901596,-0.529187
-0.0004,25235.905596,-0.400053
-0.00042,25235.909596,-0.424291
-0.00044,25235.913596,-0.436617
-0.00038,25235.917596,-0.380187
-0.00038,25235.921597,-0.375456
-0.00043,25235.925597,-0.431847
-0.00048,25235.929597,-0.480295
-0.0003,25235.933597,-0.30417
-0.00047,25235.937597,-0.467287
-0.00038,25235.941597,-0.378701
-0.00035,25235.945598,-0.34945
-0.0004,25235.949598,-0.400162
-0.00032,25235.953598,-0.32014
-0.00044,25235.957598,-0.43867
-0.00043,25235.961598,-0.426329
-0.00045,25235.965598,-0.454982
-0.00035,25235.969599,-0.354915
-0.00045,25235.973599,-0.446304
-0.00029,25235.977599,-0.292573
-0.00046,25235.981599,-0.462476
-0.00039,25235.985599,-0.388547
-0.0004,25235.9896,-0.400591
-0.00034,25235.9936,-0.344568
-0.00042,25235.9976,-0.41614
-0.00039,25236.0016,-0.389952
-0.00034,25236.0056,-0.344551
-0.00039,25236.0096,-0.390269
-0.00027,25236.013601,-0.267112
-0.00034,25236.017601,-0.338393
-0.00034,25236.021601,-0.340846
-0.00033,25236.025601,-0.328785
-0.00035,25236.029601,-0.353304
-0.0003,25236.033601,-0.298019
-0.00028,25236.037602,-0.280687
-0.00029,25236.041602,-0.289645
-0.00038,25236.045602,-0.376351
-0.00026,25236.049602,-0.263121
-0.00032,25236.053602,-0.31878
-0.00041,25236.057603,-0.405706
-0.00033,25236.061603,-0.331215
-0.00019,25236.065603,-0.193591
-0.00029,25236.069603,-0.28784
-0.00022,25236.073603,-0.224892
-0.00034,25236.077603,-0.344308
-0.00025,25236.081604,-0.247852
-0.00033,25236.085604,-0.333821
-0.00033,25236.089604,-0.330583
-0.00016,25236.093604,-0.161091
-0.00022,25236.097604,-0.220175
-0.00034,25236.101605,-0.339411
-0.00018,25236.105605,-0.184371
-0.00027,25236.109605,-0.274469
-0.00022,25236.113605,-0.223263
-0.00024,25236.117605,-0.237205
-0.0002,25236.121605,-0.200704
-0.00027,25236.125606,-0.271603
-0.0002,25236.129606,-0.200499
-0.00024,25236.133606,-0.243951
-0.00019,25236.137606,-0.190162
-0.00016,25236.141606,-0.158844
-0.00017,25236.145606,-0.173159
-8e-05,25236.149607,-0.075628
-0.00016,25236.153607,-0.158082
-0.00016,25236.157607,-0.162863
-7e-05,25236.161607,-0.067878
-0.00023,25236.165607,-0.232497
-0.00015,25236.169608,-0.1504
-3e-05,25236.173608,-0.031168
-0.0001,25236.177608,-0.104665
-0.00013,25236.181608,-0.130826
-0.00014,25236.185608,-0.14448
-0.00012,25236.189608,-0.117086
-2e-05,25236.193609,-0.021251
-8e-05,25236.197609,-0.084444
-7e-05,25236.201609,-0.067526
-3e-05,25236.205609,-0.026316
-1e-05,25236.209609,-0.012329
-9e-05,25236.213609,-0.086595
-2e-05,25236.21761,-0.015323
-6e-05,25236.22161,-0.062778
3e-05,25236.22561,0.02549
-4e-05,25236.22961,-0.042157
6e-05,25236.23361,0.061426
6e-05,25236.237611,0.058505
0.0001,25236.241611,0.099343
-2e-05,25236.245611,-0.024217
-4e-05,25236.249611,-0.041693
-3e-05,25236.253611,-0.030718
8e-05,25236.257611,0.078188
0.00013,25236.261612,0.134768
6e-05,25236.265612,0.056832
7e-05,25236.269612,0.070017
0.00011,25236.273612,0.106543
0.00011,25236.277612,0.11121
0.00012,25236.281613,0.124425
0.00013,25236.285613,0.131926
0.00015,25236.289613,0.151199
0.00016,25236.293613,0.157542
0.00014,25236.297613,0.140993
0.00014,25236.301613,0.140612
0.00013,25236.305614,0.127409
0.00017,25236.309614,0.165051
0.00022,25236.313614,0.221349
0.00026,25236.317614,0.257222
0.00026,25236.321614,0.256837
0.00026,25236.325614,0.26063
0.00022,25236.329615,0.222199
0.00032,25236.333615,0.31637
0.00023,25236.337615,0.234461
0.00024,25236.341615,0.240105
0.00029,25236.345615,0.294409
0.00032,25236.349616,0.324137
0.00028,25236.353616,0.280464
0.00032,25236.357616,0.324884
0.00031,25236.361616,0.307467
0.00025,25236.365616,0.246518
0.00066,25236.369616,0.659255
0.0014,25236.373617,1.403408
0.00122,25236.377617,1.215409
0.00048,25236.381617,0.480174
0.00044,25236.385617,0.438755
0.00033,25236.389617,0.331378
0.00039,25236.393617,0.390598
0.00021,25236.397618,0.214709
0.00032,25236.401618,0.317663
0.00033,25236.405618,0.33016
0.00037,25236.409618,0.371848
0.00032,25236.413618,0.318148
0.00046,25236.417619,0.459343
0.00036,25236.421619,0.361141
0.00039,25236.425619,0.39156
0.00033,25236.429619,0.334604
0.00046,25236.433619,0.456884
0.00034,25236.437619,0.343789
0.00041,25236.44162,0.41444
0.00037,25236.44562,0.36504
0.00032,25236.44962,0.316979
0.00037,25236.45362,0.368148
0.00029,25236.45762,0.291927
0.00046,25236.461621,0.460321
0.0003,25236.465621,0.295313
0.00034,25236.469621,0.343971
0.00047,25236.473621,0.468224
0.00038,25236.477621,0.383935
0.00036,25236.481621,0.356665
0.00039,25236.485622,0.386362
0.00037,25236.489622,0.372896
0.00044,25236.493622,0.439257
0.00036,25236.497622,0.3569
0.00045,25236.501622,0.446943
0.00043,25236.505622,0.432908
0.0004,25236.509623,0.403764
0.00038,25236.513623,0.382481
0.00042,25236.517623,0.418525
0.00038,25236.521623,0.379809
0.00044,25236.525623,0.437639
0.00039,25236.529624,0.38911
0.00045,25236.533624,0.445699
0.00039,25236.537624,0.389052
0.00036,25236.541624,0.361665
0.00033,25236.545624,0.330285
0.00037,25236.549624,0.366603
0.00038,25236.553625,0.384521
0.00031,25236.557625,0.31262
0.00041,25236.561625,0.411067
0.0004,25236.565625,0.402927
0.00048,25236.569625,0.476252
0.00038,25236.573625,0.383407
0.00043,25236.577626,0.427205
0.00035,25236.581626,0.349533
0.00028,25236.585626,0.283526
0.00031,25236.589626,0.314408
0.00037,25236.593626,0.374629
0.00043,25236.597627,0.431418
0.00038,25236.601627,0.377956
0.0003,25236.605627,0.301777
0.00025,25236.609627,0.247959
0.00028,25236.613627,0.280575
0.00035,25236.617627,0.352243
0.0003,25236.621628,0.304356
0.00029,25236.625628,0.287359
0.00037,25236.629628,0.370487
0.00026,25236.633628,0.256588
0.00029,25236.637628,0.286347
0.00021,25236.641629,0.209631
0.00013,25236.645629,0.133354
0.00027,25236.649629,0.271951
0.00029,25236.653629,0.287947
0.00027,25236.657629,0.2658
0.00023,25236.661629,0.230758
0.00022,25236.66563,0.216891
0.00028,25236.66963,0.284757
0.00022,25236.67363,0.222779
0.00011,25236.67763,0.107548
0.00018,25236.68163,0.184147
0.00014,25236.68563,0.144138
0.00015,25236.689631,0.147507
0.00013,25236.693631,0.134278
0.00015,25236.697631,0.150373
0.0001,25236.701631,0.100326
0.00021,25236.705631,0.206508
0.00014,25236.709632,0.143387
0.00013,25236.713632,0.126507
0.00014,25236.717632,0.135528
0.00013,25236.721632,0.128161
0.0002,25236.725632,0.204564
0.0001,25236.729632,0.104028
0.00011,25236.733633,0.108435
7e-05,25236.737633,0.068516
0.0001,25236.741633,0.095846
8e-05,25236.745633,0.075508
3e-05,25236.749633,0.025414
7e-05,25236.753633,0.074164
0.00013,25236.757634,0.134297
-3e-05,25236.761634,-0.029396
3e-05,25236.765634,0.033425
4e-05,25236.769634,0.040323
1e-05,25236.773634,0.008637
8e-05,25236.777635,0.083565
0.0,25236.781635,0.000437
-2e-05,25236.785635,-0.024455
-1e-05,25236.789635,-0.011614
6e-05,25236.793635,0.057978
-4e-05,25236.797635,-0.043927
0.0,25236.801636,3.2e-05
-2e-05,25236.805636,-0.024819
-0.0001,25236.809636,-0.097045
-3e-05,25236.813636,-0.034752
1e-05,25236.817636,0.010822
-6e-05,25236.821637,-0.055853
-0.00012,25236.825637,-0.117738
-7e-05,25236.829637,-0.069482
-0.00014,25236.833637,-0.135391
-9e-05,25236.837637,-0.088838
-0.00017,25236.841637,-0.172095
-5e-05,25236.845638,-0.046732
-0.00012,25236.849638,-0.121591
-0.00014,25236.853638,-0.143433
-0.00015,25236.857638,-0.151456
-0.00012,25236.861638,-0.123272
-0.00012,25236.865638,-0.121439
-0.00021,25236.869639,-0.205034
-0.00018,25236.873639,-0.181681
-0.00018,25236.877639,-0.183294
-0.00015,25236.881639,-0.1492
-0.00018,25236.885639,-0.182911
-0.00021,25236.88964,-0.209689
-0.00025,25236.89364,-0.246562
-0.00023,25236.89764,-0.233976
-0.00019,25236.90164,-0.188106
-0.00025,25236.90564,-0.247652
-0.00027,25236.90964,-0.270511
-0.00027,25236.913641,-0.269392
-0.00021,25236.917641,-0.208905
-0.00027,25236.921641,-0.267722
-0.00025,25236.925641,-0.25225
-0.00029,25236.929641,-0.287384
-0.00022,25236.933641,-0.220048
-0.00032,25236.937642,-0.315228
-0.00029,25236.941642,-0.294272
-0.00032,25236.945642,-0.318293
-0.00036,25236.949642,-0.359098
-0.0003,25236.953642,-0.298691
-0.00029,25236.957643,-0.287252
-0.00035,25236.961643,-0.353377
-0.00032,25236.965643,-0.32205
-0.00038,25236.969643,-0.383462
-0.00042,25236.973643,-0.419041
-0.00038,25236.977643,-0.37583
-0.00035,25236.981644,-0.351989
-0.00038,25236.985644,-0.381601
-0.00027,25236.989644,-0.272932
-0.0003,25236.993644,-0.297157
-0.00041,25236.997644,-0.414437
-0.00033,25237.001645,-0.32768
-0.00039,25237.005645,-0.385159
-0.00032,25237.009645,-0.319505
-0.00033,25237.013645,-0.33303
-0.00036,25237.017645,-0.358137
-0.00029,25237.021645,-0.294003
-0.00036,25237.025646,-0.360547
-0.00038,25237.029646,-0.384664
-0.00029,25237.033646,-0.289573
-0.00037,25237.037646,-0.370935
-0.0005,25237.041646,-0.497285
-0.00046,25237.045646,-0.455491
-0.0004,25237.049647,-0.404228
-0.00035,25237.053647,-0.351911
-0.00037,25237.057647,-0.371193
-0.00037,25237.061647,-0.371208
-0.00037,25237.065647,-0.367361
-0.00041,25237.069648,-0.411674
-0.00043,25237.073648,-0.425412
-0.00038,25237.077648,-0.379082
-0.00033,25237.081648,-0.331627
-0.00037,25237.085648,-0.367705
-0.00043,25237.089648,-0.433289
-0.00043,25237.093649,-0.433998
-0.00026,25237.097649,-0.264416
-0.00028,25237.101649,-0.282291
-0.00041,25237.105649,-0.407535
-0.00044,25237.109649,-0.442621
-0.00038,25237.113649,-0.38114
-0.00042,25237.11765,-0.422408
-0.00036,25237.12165,-0.362999
-0.00041,25237.12565,-0.411564
-0.00033,25237.12965,-0.328498
-0.00043,25237.13365,-0.426493
-0.00036,25237.137651,-0.364221
-0.00032,25237.141651,-0.318452
-0.00052,25237.145651,-0.518584
-0.00042,25237.149651,-0.418176
-0.0003,25237.153651,-0.298594
-0.0004,25237.157651,-0.395443
-0.0004,25237.161652,-0.398213
-0.00037,25237.165652,-0.366894
-0.00034,25237.169652,-0.342523
-0.00034,25237.173652,-0.340686
-0.00032,25237.177652,-0.318608
-0.00033,25237.181653,-0.327714
-0.00038,25237.185653,-0.381902
-0.00029,25237.189653,-0.286606
-0.00022,25237.193653,-0.223675
-0.00032,25237.197653,-0.322342
-0.00037,25237.201653,-0.371159
-0.00029,25237.205654,-0.29329
-0.00032,25237.209654,-0.322232
-0.00028,25237.213654,-0.284537
-0.00023,25237.217654,-0.231571
-0.00025,25237.221654,-0.246109
-0.0002,25237.225654,-0.202812
-0.00019,25237.229655,-0.191754
-0.00023,25237.233655,-0.233939
-0.00027,25237.237655,-0.266322
-0.00019,25237.241655,-0.191479
-0.00023,25237.245655,-0.23398
-0.00021,25237.249656,-0.208509
-0.00017,25237.253656,-0.168619
-0.00012,25237.257656,-0.123203
-0.00019,25237.261656,-0.185743
-0.00017,25237.265656,-0.173331
-0.00021,25237.269656,-0.207347
-9e-05,25237.273657,-0.092137
-0.00018,25237.277657,-0.177341
-0.00013,25237.281657,-0.133606
-0.00012,25237.285657,-0.120606
-0.00023,25237.289657,-0.226758
-0.00012,25237.293657,-0.122498
-0.00012,25237.297658,-0.117461
-0.00013,25237.301658,-0.12703
-0.00018,25237.305658,-0.180471
-7e-05,25237.309658,-0.070284
-0.00011,25237.313658,-0.110512
-0.0001,25237.317659,-0.096362
-0.00013,25237.321659,-0.128702
-0.00012,25237.325659,-0.116824
-3e-05,25237.329659,-0.032238
-1e-05,25237.333659,-0.008661
-3e-05,25237.337659,-0.03043
-0.00013,25237.34166,-0.128934
4e-05,25237.34566,0.037221
-2e-05,25237.34966,-0.021959
-7e-05,25237.35366,-0.065699
2e-05,25237.35766,0.016473
7e-05,25237.361661,0.066138
-1e-05,25237.365661,-0.008641
9e-05,25237.369661,0.088323
1e-05,25237.373661,0.011327
5e-05,25237.377661,0.052991
0.0001,25237.381661,0.097955
4e-05,25237.385662,0.037858
7e-05,25237.389662,0.073213
0.0001,25237.393662,0.0962
0.00019,25237.397662,0.189828
0.00012,25237.401662,0.120036
